Step; State; Reward
3948; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3949; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3950; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3951; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3952; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3953; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3954; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3955; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3956; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3957; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3958; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3959; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3960; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3961; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3962; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3963; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3964; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3965; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3966; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3967; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3968; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3969; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3970; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3971; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3972; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3973; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3974; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3975; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3976; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3977; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3978; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3979; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3980; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3981; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3982; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3983; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3984; [[3.420e-01 6.371e+00 1.431e-04 3.792e-01 1.431e-04 1.431e-04 5.602e+00
  5.734e+00 3.774e-01 5.730e+00 5.730e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3985; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3986; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3987; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3988; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3989; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3990; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3991; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3992; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3993; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3994; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3995; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3996; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3997; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3998; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
3999; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4000; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4001; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4002; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4003; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4004; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4005; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4006; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4007; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4008; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4009; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4010; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4011; [[0.0977 5.387  0.     0.1039 0.     0.     4.63   4.535  0.1055 4.53
  4.53   0.     0.     0.     0.     0.    ]]; [0.]
4012; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4013; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4014; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4015; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4016; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4017; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4018; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4019; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4020; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4021; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4022; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4023; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4024; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4025; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4026; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4027; [[0.254  3.84   0.     0.2544 0.     0.     4.305  4.336  0.2512 4.336
  4.336  0.     0.     0.     0.     0.    ]]; [0.]
4028; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4029; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4030; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4031; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4032; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4033; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4034; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4035; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4036; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4037; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4038; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4039; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4040; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4041; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4042; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4043; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4044; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4045; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4046; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4047; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4048; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4049; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4050; [[1.6956e-01 4.3555e+00 1.1444e-04 1.6919e-01 1.1444e-04 1.1444e-04
  4.4141e+00 4.4805e+00 1.6638e-01 4.4805e+00 4.4805e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
4051; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4052; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4053; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4054; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4055; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4056; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4057; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4058; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4059; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4060; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4061; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4062; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4063; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4064; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4065; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4066; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4067; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4068; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4069; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4070; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4071; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4072; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4073; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4074; [[0.09406 5.254   0.      0.09326 0.      0.      4.44    4.402   0.0979
  4.402   4.402   0.      0.      0.      0.      0.     ]]; [0.]
4075; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4076; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4077; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4078; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4079; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4080; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4081; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4082; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4083; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4084; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4085; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4086; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4087; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4088; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4089; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4090; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4091; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4092; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
4093; [[0.1749 5.188  0.     0.1718 0.     0.     5.117  5.01   0.1693 5.01
  5.01   0.     0.     0.     0.     0.    ]]; [0.]
